Year,Sector,CO2,CH4,N2O,HFCs
2015,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,15296.77,NA,NA,NA
2020,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,16772.292,NA,NA,NA
2021,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,18522.929199999664,NA,NA,NA
2022,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,19363.858399999794,NA,NA,NA
2023,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,20204.787599999923,NA,NA,NA
2024,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,21045.71679999982,NA,NA,NA
2025,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,21886.64599999995,NA,NA,NA
2026,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,22727.57520000008,NA,NA,NA
2027,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,23568.504399999976,NA,NA,NA
2028,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,24409.433600000106,NA,NA,NA
2029,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,25250.362800000235,NA,NA,NA
2030,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,26091.292000000132,NA,NA,NA
2031,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,26932.221200000262,NA,NA,NA
2032,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,27773.15040000039,NA,NA,NA
2033,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,28614.07960000029,NA,NA,NA
2034,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,29455.008800000418,NA,NA,NA
2035,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,30295.938000000548,NA,NA,NA
2036,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,31136.867200000444,NA,NA,NA
2037,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,31977.796400000574,NA,NA,NA
2038,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,32818.72560000047,NA,NA,NA
2039,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,33659.6548000006,NA,NA,NA
2040,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,34500.58400000073,NA,NA,NA
2041,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,35341.51320000063,NA,NA,NA
2042,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,36182.44240000076,NA,NA,NA
2043,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,37023.371600000886,NA,NA,NA
2044,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,37864.30080000078,NA,NA,NA
2045,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,38705.23000000091,NA,NA,NA
2046,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,39546.15920000104,NA,NA,NA
2047,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,40387.08840000094,NA,NA,NA
2048,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,41228.01760000107,NA,NA,NA
2049,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,42068.9468000012,NA,NA,NA
2050,INDUSTRIAL PROCESS AND PRODUCT USE TOTAL CO2 EQUIVALENT,42909.876000001095,NA,NA,NA
2010,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,7564,9,19,771
2015,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,13032.214,30.261,NA,2234.295
2020,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,13666.388,27.705,NA,3078.199
2021,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,15082.300133333076,33.54499999999962,19,3412.150733333314
2022,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,15692.538933333242,35.41549999999961,19,3642.870633333281
2023,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,16302.777733333176,37.2859999999996,19,3873.5905333333067
2024,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,16913.016533333343,39.156499999999596,19,4104.310433333332
2025,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,17523.255333333276,41.027000000000044,19,4335.030333333358
2026,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,18133.494133333443,42.897500000000036,19,4565.750233333383
2027,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,18743.732933333376,44.76800000000003,19,4796.470133333409
2028,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,19353.97173333331,46.63850000000002,19,5027.190033333376
2029,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,19964.210533333477,48.509000000000015,19,5257.909933333402
2030,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,20574.44933333341,50.37950000000046,19,5488.629833333427
2031,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,21184.688133333577,52.250000000000455,19,5719.349733333453
2032,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,21794.92693333351,54.12050000000045,19,5950.069633333478
2033,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,22405.165733333677,55.99100000000044,19,6180.789533333504
2034,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,23015.40453333361,57.86150000000043,19,6411.509433333471
2035,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,23625.643333333544,59.73200000000088,19,6642.2293333334965
2036,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,24235.88213333371,61.60250000000087,19,6872.949233333522
2037,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,24846.120933333645,63.473000000000866,19,7103.6691333335475
2038,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,25456.35973333381,65.34350000000086,19,7334.389033333573
2039,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,26066.598533333745,67.21400000000085,19,7565.1089333335985
2040,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,26676.83733333391,69.08450000000084,19,7795.828833333566
2041,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,27287.076133333845,70.95500000000129,19,8026.548733333591
2042,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,27897.31493333378,72.82550000000128,19,8257.268633333617
2043,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,28507.553733333945,74.69600000000128,19,8487.988533333642
2044,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,29117.79253333388,76.56650000000127,19,8718.708433333668
2045,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,29728.031333334045,78.43700000000126,19,8949.428333333693
2046,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,30338.27013333398,80.30750000000171,19,9180.14823333366
2047,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,30948.508933334146,82.1780000000017,19,9410.868133333686
2048,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,31558.74773333408,84.0485000000017,19,9641.588033333712
2049,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,32168.986533334013,85.91900000000169,19,9872.307933333737
2050,INDUSTRIAL PROCESSES AND PRODUCT USE TOTAL EMISSIONS,32779.22533333418,87.78950000000168,19,10103.027833333763
2010,Incineration and Open Burning of Waste,15,53,11,NA
2015,Incineration and Open Burning of Waste,2.236,9.02,1.537,NA
2020,Incineration and Open Burning of Waste,0.322,1.288,0.265,NA
2021,Incineration and Open Burning of Waste,-2.95413333333272,-9.924533333332874,-2.173666666666122,NA
2022,Incineration and Open Burning of Waste,-4.421933333332618,-15.095733333331737,-3.247166666666544,NA
2023,Incineration and Open Burning of Waste,-5.88973333333297,-20.266933333332418,-4.3206666666665114,NA
2024,Incineration and Open Burning of Waste,-7.357533333332867,-25.4381333333331,-5.394166666666479,NA
2025,Incineration and Open Burning of Waste,-8.82533333333322,-30.60933333333378,-6.467666666666446,NA
2026,Incineration and Open Burning of Waste,-10.293133333333117,-35.78053333333446,-7.541166666666413,NA
2027,Incineration and Open Burning of Waste,-11.760933333333014,-40.95173333333332,-8.614666666666835,NA
2028,Incineration and Open Burning of Waste,-13.228733333333366,-46.122933333334004,-9.688166666666802,NA
2029,Incineration and Open Burning of Waste,-14.696533333333264,-51.294133333334685,-10.76166666666677,NA
2030,Incineration and Open Burning of Waste,-16.164333333333616,-56.465333333335366,-11.835166666666737,NA
2031,Incineration and Open Burning of Waste,-17.632133333333513,-61.63653333333605,-12.908666666666704,NA
2032,Incineration and Open Burning of Waste,-19.09993333333341,-66.80773333333491,-13.982166666667126,NA
2033,Incineration and Open Burning of Waste,-20.567733333333763,-71.97893333333559,-15.055666666667094,NA
2034,Incineration and Open Burning of Waste,-22.03553333333366,-77.15013333333627,-16.12916666666706,NA
2035,Incineration and Open Burning of Waste,-23.503333333334012,-82.32133333333695,-17.202666666667028,NA
2036,Incineration and Open Burning of Waste,-24.97113333333391,-87.49253333333763,-18.27616666666745,NA
2037,Incineration and Open Burning of Waste,-26.438933333333807,-92.6637333333365,-19.349666666667417,NA
2038,Incineration and Open Burning of Waste,-27.90673333333416,-97.83493333333718,-20.423166666667385,NA
2039,Incineration and Open Burning of Waste,-29.374533333334057,-103.00613333333786,-21.496666666667352,NA
2040,Incineration and Open Burning of Waste,-30.84233333333441,-108.17733333333854,-22.57016666666732,NA
2041,Incineration and Open Burning of Waste,-32.310133333334306,-113.3485333333374,-23.64366666666774,NA
2042,Incineration and Open Burning of Waste,-33.77793333333466,-118.51973333333808,-24.71716666666771,NA
2043,Incineration and Open Burning of Waste,-35.245733333334556,-123.69093333333876,-25.790666666667676,NA
2044,Incineration and Open Burning of Waste,-36.71353333333445,-128.86213333333944,-26.864166666667643,NA
2045,Incineration and Open Burning of Waste,-38.181333333334806,-134.03333333334012,-27.93766666666761,NA
2046,Incineration and Open Burning of Waste,-39.6491333333347,-139.204533333339,-29.011166666668032,NA
2047,Incineration and Open Burning of Waste,-41.116933333335055,-144.37573333333967,-30.084666666668,NA
2048,Incineration and Open Burning of Waste,-42.58473333333495,-149.54693333334035,-31.158166666667967,NA
2049,Incineration and Open Burning of Waste,-44.05253333333485,-154.71813333334103,-32.231666666667934,NA
2050,Incineration and Open Burning of Waste,-45.5203333333352,-159.8893333333417,-33.3051666666679,NA
2010,Indirect N2O Emissions from Managed Soils,NA,NA,1311,NA
2015,Indirect N2O Emissions from Managed Soils,NA,NA,2132.749,NA
2020,Indirect N2O Emissions from Managed Soils,NA,NA,2277.2,NA
2021,Indirect N2O Emissions from Managed Soils,NA,NA,2486.7030000000086,NA
2022,Indirect N2O Emissions from Managed Soils,NA,NA,2583.323000000004,NA
2023,Indirect N2O Emissions from Managed Soils,NA,NA,2679.9429999999993,NA
2024,Indirect N2O Emissions from Managed Soils,NA,NA,2776.5630000000237,NA
2025,Indirect N2O Emissions from Managed Soils,NA,NA,2873.183000000019,NA
2026,Indirect N2O Emissions from Managed Soils,NA,NA,2969.8030000000144,NA
2027,Indirect N2O Emissions from Managed Soils,NA,NA,3066.423000000039,NA
2028,Indirect N2O Emissions from Managed Soils,NA,NA,3163.043000000034,NA
2029,Indirect N2O Emissions from Managed Soils,NA,NA,3259.6630000000296,NA
2030,Indirect N2O Emissions from Managed Soils,NA,NA,3356.283000000054,NA
2031,Indirect N2O Emissions from Managed Soils,NA,NA,3452.9030000000494,NA
2032,Indirect N2O Emissions from Managed Soils,NA,NA,3549.5230000000447,NA
2033,Indirect N2O Emissions from Managed Soils,NA,NA,3646.143000000069,NA
2034,Indirect N2O Emissions from Managed Soils,NA,NA,3742.7630000000645,NA
2035,Indirect N2O Emissions from Managed Soils,NA,NA,3839.38300000006,NA
2036,Indirect N2O Emissions from Managed Soils,NA,NA,3936.0030000000843,NA
2037,Indirect N2O Emissions from Managed Soils,NA,NA,4032.6230000000796,NA
2038,Indirect N2O Emissions from Managed Soils,NA,NA,4129.243000000075,NA
2039,Indirect N2O Emissions from Managed Soils,NA,NA,4225.863000000099,NA
2040,Indirect N2O Emissions from Managed Soils,NA,NA,4322.483000000095,NA
2041,Indirect N2O Emissions from Managed Soils,NA,NA,4419.103000000119,NA
2042,Indirect N2O Emissions from Managed Soils,NA,NA,4515.723000000115,NA
2043,Indirect N2O Emissions from Managed Soils,NA,NA,4612.34300000011,NA
2044,Indirect N2O Emissions from Managed Soils,NA,NA,4708.963000000134,NA
2045,Indirect N2O Emissions from Managed Soils,NA,NA,4805.58300000013,NA
2046,Indirect N2O Emissions from Managed Soils,NA,NA,4902.203000000125,NA
2047,Indirect N2O Emissions from Managed Soils,NA,NA,4998.8230000001495,NA
2048,Indirect N2O Emissions from Managed Soils,NA,NA,5095.443000000145,NA
2049,Indirect N2O Emissions from Managed Soils,NA,NA,5192.06300000014,NA
2050,Indirect N2O Emissions from Managed Soils,NA,NA,5288.683000000165,NA
2010,Liming,2,NA,NA,NA
2015,Liming,7.788,NA,NA,NA
2020,Liming,127.82,NA,NA,NA
2021,Liming,121.36133333333419,NA,NA,NA
2022,Liming,133.94333333333634,NA,NA,NA
2023,Liming,146.52533333333486,NA,NA,NA
2024,Liming,159.107333333337,NA,NA,NA
2025,Liming,171.68933333333916,NA,NA,NA
2026,Liming,184.27133333334132,NA,NA,NA
2027,Liming,196.85333333333983,NA,NA,NA
2028,Liming,209.435333333342,NA,NA,NA
2029,Liming,222.01733333334414,NA,NA,NA
2030,Liming,234.5993333333463,NA,NA,NA
2031,Liming,247.1813333333448,NA,NA,NA
2032,Liming,259.76333333334696,NA,NA,NA
2033,Liming,272.3453333333491,NA,NA,NA
2034,Liming,284.92733333335127,NA,NA,NA
2035,Liming,297.5093333333498,NA,NA,NA
2036,Liming,310.09133333335194,NA,NA,NA
2037,Liming,322.6733333333541,NA,NA,NA
2038,Liming,335.25533333335625,NA,NA,NA
2039,Liming,347.83733333335476,NA,NA,NA
2040,Liming,360.4193333333569,NA,NA,NA
2041,Liming,373.00133333335907,NA,NA,NA
2042,Liming,385.5833333333612,NA,NA,NA
2043,Liming,398.16533333335974,NA,NA,NA
2044,Liming,410.7473333333619,NA,NA,NA
2045,Liming,423.32933333336405,NA,NA,NA
2046,Liming,435.9113333333662,NA,NA,NA
2047,Liming,448.4933333333647,NA,NA,NA
2048,Liming,461.07533333336687,NA,NA,NA
2049,Liming,473.657333333369,NA,NA,NA
2050,Liming,486.23933333336754,NA,NA,NA
2010,Manufacturing Industries and Construction,11887,55,95,NA
2015,Manufacturing Industries and Construction,13233.476,112.155,148.358,NA
2020,Manufacturing Industries and Construction,10275.411,354.528,452.766,NA
2021,Manufacturing Industries and Construction,10831.6755999999,353.61113333333924,446.70093333332625,NA
2022,Manufacturing Industries and Construction,10670.516699999862,383.56393333333835,482.47753333332366,NA
2023,Manufacturing Industries and Construction,10509.357799999882,413.51673333334475,518.2541333333356,NA
2024,Manufacturing Industries and Construction,10348.198899999843,443.46953333334386,554.030733333333,NA
2025,Manufacturing Industries and Construction,10187.039999999804,473.42233333335025,589.807333333345,NA
2026,Manufacturing Industries and Construction,10025.881099999766,503.37513333334937,625.5839333333424,NA
2027,Manufacturing Industries and Construction,9864.722199999786,533.3279333333558,661.3605333333398,NA
2028,Manufacturing Industries and Construction,9703.563299999747,563.2807333333549,697.1371333333518,NA
2029,Manufacturing Industries and Construction,9542.404399999708,593.2335333333613,732.9137333333492,NA
2030,Manufacturing Industries and Construction,9381.24549999967,623.1863333333604,768.6903333333612,NA
2031,Manufacturing Industries and Construction,9220.08659999969,653.1391333333668,804.4669333333586,NA
2032,Manufacturing Industries and Construction,9058.927699999651,683.0919333333659,840.2435333333706,NA
2033,Manufacturing Industries and Construction,8897.768799999612,713.0447333333723,876.020133333368,NA
2034,Manufacturing Industries and Construction,8736.609899999574,742.9975333333714,911.7967333333654,NA
2035,Manufacturing Industries and Construction,8575.450999999593,772.9503333333778,947.5733333333774,NA
2036,Manufacturing Industries and Construction,8414.292099999555,802.9031333333769,983.3499333333748,NA
2037,Manufacturing Industries and Construction,8253.133199999516,832.8559333333833,1019.1265333333868,NA
2038,Manufacturing Industries and Construction,8091.974299999478,862.8087333333824,1054.9031333333842,NA
2039,Manufacturing Industries and Construction,7930.8153999994975,892.7615333333888,1090.6797333333816,NA
2040,Manufacturing Industries and Construction,7769.656499999459,922.7143333333879,1126.4563333333936,NA
2041,Manufacturing Industries and Construction,7608.49759999942,952.6671333333943,1162.232933333391,NA
2042,Manufacturing Industries and Construction,7447.338699999382,982.6199333333934,1198.009533333403,NA
2043,Manufacturing Industries and Construction,7286.179799999401,1012.5727333333998,1233.7861333334004,NA
2044,Manufacturing Industries and Construction,7125.020899999363,1042.525533333399,1269.5627333333978,NA
2045,Manufacturing Industries and Construction,6963.861999999324,1072.4783333334053,1305.3393333334097,NA
2046,Manufacturing Industries and Construction,6802.703099999286,1102.4311333334044,1341.1159333334072,NA
2047,Manufacturing Industries and Construction,6641.544199999305,1132.3839333334108,1376.8925333334191,NA
2048,Manufacturing Industries and Construction,6480.385299999267,1162.33673333341,1412.6691333334165,NA
2049,Manufacturing Industries and Construction,6319.226399999228,1192.289533333409,1448.445733333414,NA
2050,Manufacturing Industries and Construction,6158.067499999248,1222.2423333334154,1484.222333333426,NA
2010,Manure Management,NA,2699,1082,NA
2015,Manure Management,NA,2806.568,4419.53,NA
2020,Manure Management,NA,2751.749,4406.452,NA
2021,Manure Management,NA,2784.088399999996,5297.331866666558,NA
2022,Manure Management,NA,2789.3632999999963,5629.777066666633,NA
2023,Manure Management,NA,2794.6381999999967,5962.222266666591,NA
2024,Manure Management,NA,2799.913099999995,6294.667466666666,NA
2025,Manure Management,NA,2805.1879999999956,6627.112666666624,NA
2026,Manure Management,NA,2810.462899999996,6959.557866666699,NA
2027,Manure Management,NA,2815.7377999999944,7292.003066666657,NA
2028,Manure Management,NA,2821.0126999999948,7624.448266666732,NA
2029,Manure Management,NA,2826.287599999995,7956.89346666669,NA
2030,Manure Management,NA,2831.5624999999955,8289.338666666765,NA
2031,Manure Management,NA,2836.837399999994,8621.783866666723,NA
2032,Manure Management,NA,2842.1122999999943,8954.229066666798,NA
2033,Manure Management,NA,2847.3871999999947,9286.674266666756,NA
2034,Manure Management,NA,2852.662099999995,9619.11946666683,NA
2035,Manure Management,NA,2857.9369999999935,9951.564666666789,NA
2036,Manure Management,NA,2863.211899999994,10284.009866666864,NA
2037,Manure Management,NA,2868.486799999994,10616.455066666822,NA
2038,Manure Management,NA,2873.7616999999946,10948.900266666897,NA
2039,Manure Management,NA,2879.036599999993,11281.345466666855,NA
2040,Manure Management,NA,2884.3114999999934,11613.79066666693,NA
2041,Manure Management,NA,2889.586399999994,11946.235866666888,NA
2042,Manure Management,NA,2894.861299999994,12278.681066666963,NA
2043,Manure Management,NA,2900.1361999999926,12611.12626666692,NA
2044,Manure Management,NA,2905.411099999993,12943.571466666996,NA
2045,Manure Management,NA,2910.6859999999933,13276.016666666954,NA
2046,Manure Management,NA,2915.9608999999937,13608.461866667029,NA
2047,Manure Management,NA,2921.235799999992,13940.907066666987,NA
2048,Manure Management,NA,2926.5106999999925,14273.352266667061,NA
2049,Manure Management,NA,2931.785599999993,14605.797466667136,NA
2050,Manure Management,NA,2937.0604999999914,14938.242666667094,NA
2010,Metal Industry,1084,9,NA,NA
2015,Metal Industry,1187.208,7.992,NA,NA
2020,Metal Industry,1280.711,6.79,NA,NA
2021,Metal Industry,1301.9995999999956,6.6013333333334,NA,NA
2022,Metal Industry,1321.6706999999951,6.38033333333334,NA,NA
2023,Metal Industry,1341.341800000002,6.159333333333336,NA,NA
2024,Metal Industry,1361.0129000000015,5.938333333333333,NA,NA
2025,Metal Industry,1380.684000000001,5.717333333333329,NA,NA
2026,Metal Industry,1400.3551000000007,5.4963333333332685,NA,NA
2027,Metal Industry,1420.0262000000075,5.275333333333265,NA,NA
2028,Metal Industry,1439.697300000007,5.054333333333261,NA,NA
2029,Metal Industry,1459.3684000000067,4.8333333333332575,NA,NA
2030,Metal Industry,1479.0395000000062,4.612333333333197,NA,NA
2031,Metal Industry,1498.710600000013,4.391333333333193,NA,NA
2032,Metal Industry,1518.3817000000126,4.17033333333319,NA,NA
2033,Metal Industry,1538.0528000000122,3.949333333333186,NA,NA
2034,Metal Industry,1557.7239000000118,3.7283333333331257,NA,NA
2035,Metal Industry,1577.3950000000186,3.507333333333122,NA,NA
2036,Metal Industry,1597.0661000000182,3.2863333333331184,NA,NA
2037,Metal Industry,1616.7372000000178,3.0653333333331148,NA,NA
2038,Metal Industry,1636.4083000000173,2.8443333333330543,NA,NA
2039,Metal Industry,1656.0794000000242,2.6233333333330506,NA,NA
2040,Metal Industry,1675.7505000000237,2.402333333333047,NA,NA
2041,Metal Industry,1695.4216000000233,2.1813333333330434,NA,NA
2042,Metal Industry,1715.092700000023,1.9603333333329829,NA,NA
2043,Metal Industry,1734.7638000000297,1.7393333333329792,NA,NA
2044,Metal Industry,1754.4349000000293,1.5183333333329756,NA,NA
2045,Metal Industry,1774.1060000000289,1.297333333332972,NA,NA
2046,Metal Industry,1793.7771000000284,1.0763333333329115,NA,NA
2047,Metal Industry,1813.4482000000353,0.8553333333329078,NA,NA
2048,Metal Industry,1833.1193000000349,0.6343333333329042,NA,NA
2049,Metal Industry,1852.7904000000344,0.41333333333290057,NA,NA
2050,Metal Industry,1872.4615000000413,0.19233333333289693,NA,NA
2010,Mineral Industry,6477,NA,NA,NA
2015,Mineral Industry,11192.357,NA,NA,NA
2020,Mineral Industry,11779.664,NA,NA,NA
2021,Mineral Industry,12997.938733333256,NA,NA,NA
2022,Mineral Industry,13528.205133333337,NA,NA,NA
2023,Mineral Industry,14058.471533333184,NA,NA,NA
2024,Mineral Industry,14588.737933333265,NA,NA,NA
2025,Mineral Industry,15119.004333333345,NA,NA,NA
2026,Mineral Industry,15649.270733333426,NA,NA,NA
2027,Mineral Industry,16179.537133333506,NA,NA,NA
2028,Mineral Industry,16709.803533333354,NA,NA,NA
2029,Mineral Industry,17240.069933333434,NA,NA,NA
2030,Mineral Industry,17770.336333333515,NA,NA,NA
2031,Mineral Industry,18300.602733333595,NA,NA,NA
2032,Mineral Industry,18830.869133333443,NA,NA,NA
2033,Mineral Industry,19361.135533333523,NA,NA,NA
2034,Mineral Industry,19891.401933333604,NA,NA,NA
2035,Mineral Industry,20421.668333333684,NA,NA,NA
2036,Mineral Industry,20951.934733333765,NA,NA,NA
2037,Mineral Industry,21482.201133333612,NA,NA,NA
2038,Mineral Industry,22012.467533333693,NA,NA,NA
2039,Mineral Industry,22542.733933333773,NA,NA,NA
2040,Mineral Industry,23073.000333333854,NA,NA,NA
2041,Mineral Industry,23603.266733333934,NA,NA,NA
2042,Mineral Industry,24133.53313333378,NA,NA,NA
2043,Mineral Industry,24663.799533333862,NA,NA,NA
2044,Mineral Industry,25194.065933333943,NA,NA,NA
2045,Mineral Industry,25724.332333334023,NA,NA,NA
2046,Mineral Industry,26254.59873333387,NA,NA,NA
2047,Mineral Industry,26784.86513333395,NA,NA,NA
2048,Mineral Industry,27315.13153333403,NA,NA,NA
2049,Mineral Industry,27845.397933334112,NA,NA,NA
2050,Mineral Industry,28375.664333334193,NA,NA,NA
2010,Non-Energy Products from Fuels and Solvent Use,3,NA,NA,NA
2015,Non-Energy Products from Fuels and Solvent Use,56.423,NA,NA,NA
2020,Non-Energy Products from Fuels and Solvent Use,46.039,NA,NA,NA
2021,Non-Energy Products from Fuels and Solvent Use,60.97739999999794,NA,NA,NA
2022,Non-Energy Products from Fuels and Solvent Use,65.28129999999874,NA,NA,NA
2023,Non-Energy Products from Fuels and Solvent Use,69.58519999999953,NA,NA,NA
2024,Non-Energy Products from Fuels and Solvent Use,73.8890999999985,NA,NA,NA
2025,Non-Energy Products from Fuels and Solvent Use,78.1929999999993,NA,NA,NA
2026,Non-Energy Products from Fuels and Solvent Use,82.4969000000001,NA,NA,NA
2027,Non-Energy Products from Fuels and Solvent Use,86.80079999999907,NA,NA,NA
2028,Non-Energy Products from Fuels and Solvent Use,91.10469999999987,NA,NA,NA
2029,Non-Energy Products from Fuels and Solvent Use,95.40860000000066,NA,NA,NA
2030,Non-Energy Products from Fuels and Solvent Use,99.71249999999964,NA,NA,NA
2031,Non-Energy Products from Fuels and Solvent Use,104.01640000000043,NA,NA,NA
2032,Non-Energy Products from Fuels and Solvent Use,108.32030000000123,NA,NA,NA
2033,Non-Energy Products from Fuels and Solvent Use,112.6242000000002,NA,NA,NA
2034,Non-Energy Products from Fuels and Solvent Use,116.928100000001,NA,NA,NA
2035,Non-Energy Products from Fuels and Solvent Use,121.23200000000179,NA,NA,NA
2036,Non-Energy Products from Fuels and Solvent Use,125.53590000000077,NA,NA,NA
2037,Non-Energy Products from Fuels and Solvent Use,129.83980000000156,NA,NA,NA
2038,Non-Energy Products from Fuels and Solvent Use,134.14370000000054,NA,NA,NA
2039,Non-Energy Products from Fuels and Solvent Use,138.44760000000133,NA,NA,NA
2040,Non-Energy Products from Fuels and Solvent Use,142.75150000000212,NA,NA,NA
2041,Non-Energy Products from Fuels and Solvent Use,147.0554000000011,NA,NA,NA
2042,Non-Energy Products from Fuels and Solvent Use,151.3593000000019,NA,NA,NA
2043,Non-Energy Products from Fuels and Solvent Use,155.6632000000027,NA,NA,NA
2044,Non-Energy Products from Fuels and Solvent Use,159.96710000000166,NA,NA,NA
2045,Non-Energy Products from Fuels and Solvent Use,164.27100000000246,NA,NA,NA
2046,Non-Energy Products from Fuels and Solvent Use,168.57490000000325,NA,NA,NA
2047,Non-Energy Products from Fuels and Solvent Use,172.87880000000223,NA,NA,NA
2048,Non-Energy Products from Fuels and Solvent Use,177.18270000000302,NA,NA,NA
2049,Non-Energy Products from Fuels and Solvent Use,181.48660000000382,NA,NA,NA
2050,Non-Energy Products from Fuels and Solvent Use,185.7905000000028,NA,NA,NA
2010,Other Sectors,5995,1692,257,NA
2015,Other Sectors,7085.061,2047.643,244.417,NA
2020,Other Sectors,11398.112,2045.675,245.472,NA
2021,Other Sectors,11401.258199999807,2140.64433333333,242.04620000000023,NA
2022,Other Sectors,11941.56939999992,2176.0118333333376,240.89340000000038,NA
2023,Other Sectors,12481.880600000033,2211.3793333333306,239.7406000000001,NA
2024,Other Sectors,13022.191800000146,2246.746833333338,238.58780000000024,NA
2025,Other Sectors,13562.503000000026,2282.114333333331,237.43499999999995,NA
2026,Other Sectors,14102.814200000139,2317.4818333333387,236.2822000000001,NA
2027,Other Sectors,14643.125400000252,2352.8493333333463,235.1293999999998,NA
2028,Other Sectors,15183.436600000365,2388.2168333333393,233.97659999999996,NA
2029,Other Sectors,15723.747800000245,2423.584333333347,232.82379999999966,NA
2030,Other Sectors,16264.059000000358,2458.95183333334,231.67099999999982,NA
